t,A,B,C,D,E,
8.193951,49,362,402,170,17,
8.199114,48,363,402,170,17,
8.208352,48,362,403,170,17,
8.215757,48,361,404,170,17,
8.221725,48,360,405,170,17,
8.227101,48,360,404,171,17,
8.232862,48,359,405,171,17,
8.248356,48,358,406,171,17,
8.254066,48,358,405,172,17,
8.262623,48,358,404,173,17,
8.268730,48,358,403,174,17,
8.278770,48,358,402,175,17,
8.286223,48,357,403,175,17,
8.290896,48,356,404,175,17,
8.302238,48,355,405,175,17,
8.306774,48,355,404,176,17,
8.318668,48,354,405,176,17,
8.323213,48,353,406,176,17,
8.328190,48,353,405,177,17,
8.334319,48,352,406,177,17,
8.343765,48,351,407,177,17,
8.351528,47,352,407,177,17,
8.356921,47,352,406,178,17,
8.363312,47,351,407,178,17,
8.367742,47,350,408,178,17,
8.392405,47,350,407,179,17,
8.399787,47,349,408,179,17,
8.403857,46,350,408,179,17,
8.408532,46,350,407,180,17,
8.413001,46,349,408,180,17,
8.422156,46,349,407,181,17,
8.428881,46,348,408,181,17,
8.436877,45,349,408,181,17,
8.443189,44,350,408,181,17,
8.456704,43,351,408,181,17,
8.461216,43,351,408,180,18,
8.465348,43,350,409,180,18,
8.469673,43,349,410,180,18,
8.474911,43,348,411,180,18,
8.479394,43,347,412,180,18,
8.488043,43,347,411,181,18,
8.496860,42,348,411,181,18,
8.508128,42,347,412,181,18,
8.512298,42,346,413,181,18,
8.516804,42,345,414,181,18,
8.522455,42,345,413,182,18,
8.535919,42,344,414,182,18,
8.545979,42,343,415,182,18,
8.550737,42,342,416,182,18,
8.558033,42,341,417,182,18,
8.565720,41,342,417,182,18,
8.576859,41,342,416,183,18,
8.582949,41,341,417,183,18,
8.588340,40,342,417,183,18,
8.603348,40,341,418,183,18,
8.616047,39,342,418,183,18,
8.632775,39,341,419,183,18,
8.637767,39,340,420,183,18,
8.642599,39,339,421,183,18,
8.648665,39,338,422,183,18,
8.664707,39,337,423,183,18,
8.670152,39,337,422,184,18,
8.680085,39,336,423,184,18,
8.693671,39,335,424,184,18,
8.700329,39,334,425,184,18,
8.704630,38,335,425,184,18,
8.709576,38,334,426,184,18,
8.719685,38,333,427,184,18,
8.724161,38,332,428,184,18,
8.730536,38,331,429,184,18,
8.735760,38,331,428,185,18,
8.743525,38,331,427,186,18,
8.750363,38,330,428,186,18,
8.761004,37,331,428,186,18,
8.765670,37,331,427,187,18,
8.777493,37,331,426,188,18,
8.810771,36,332,426,188,18,
8.816821,36,331,427,188,18,
8.830903,36,330,428,188,18,
8.835596,36,329,429,188,18,
8.851969,36,329,428,189,18,
8.858459,36,329,427,190,18,
8.865682,36,328,428,190,18,
8.870128,36,327,429,190,18,
8.877677,36,326,430,190,18,
8.890716,36,326,429,191,18,
8.896861,36,326,428,192,18,
8.912923,36,325,429,192,18,
8.920262,36,324,430,192,18,
8.927057,36,324,429,193,18,
8.942549,36,324,428,194,18,
8.959702,35,325,428,194,18,
8.965240,35,324,429,194,18,
8.969928,35,323,430,194,18,
8.982049,35,323,429,195,18,
8.991223,35,322,430,195,18,
8.997253,34,323,430,195,18,
9.002356,34,322,431,195,18,
9.010164,34,322,430,196,18,
9.017701,34,321,431,196,18,
9.023054,34,321,430,197,18,
9.029137,33,322,430,197,18,
9.042458,33,321,431,197,18,
9.057721,33,320,432,197,18,
9.062221,33,320,431,198,18,
9.071164,33,319,432,198,18,
9.076949,32,320,432,198,18,
9.082236,32,319,433,198,18,
9.093596,32,319,432,199,18,
9.111544,32,318,433,199,18,
9.116020,32,318,432,200,18,
9.128261,32,318,431,201,18,
9.135762,32,318,430,202,18,
9.142773,32,317,431,202,18,
9.147213,32,316,432,202,18,
9.156485,32,315,433,202,18,
9.161376,32,314,434,202,18,
9.166322,32,313,435,202,18,
9.170890,32,312,436,202,18,
9.177337,32,311,437,202,18,
9.183610,32,310,438,202,18,
9.189273,32,310,437,203,18,
9.201829,32,310,437,202,19,
9.236472,32,309,438,202,19,
9.249272,32,309,437,203,19,
9.257421,31,310,437,203,19,
9.274371,31,310,436,204,19,
9.285563,31,310,435,205,19,
9.295230,31,310,434,206,19,
9.299849,31,310,433,207,19,
9.312252,31,310,432,208,19,
9.319283,31,310,431,209,19,
9.328506,31,310,430,210,19,
9.333116,31,309,431,210,19,
9.346544,31,308,432,210,19,
9.353835,31,307,433,210,19,
9.370787,31,306,434,210,19,
9.379916,31,306,433,211,19,
9.387589,31,305,434,211,19,
9.393796,31,304,435,211,19,
9.414512,31,304,434,212,19,
9.422579,31,303,435,212,19,
9.429213,31,303,434,213,19,
9.434043,31,303,434,212,20,
9.438622,31,303,433,213,20,
9.445194,31,303,432,214,20,
9.450735,31,302,433,214,20,
9.456171,30,303,433,214,20,
9.461326,30,302,434,214,20,
9.471681,30,302,433,215,20,
9.498176,30,301,434,215,20,
9.506216,30,301,433,216,20,
9.510619,30,301,432,217,20,
9.521419,30,301,432,216,21,
9.527417,30,300,433,216,21,
9.542331,30,299,434,216,21,
9.550146,29,300,434,216,21,
9.555758,29,299,435,216,21,
9.570776,29,298,436,216,21,
9.585904,28,299,436,216,21,
9.590879,28,298,437,216,21,
9.595524,28,297,438,216,21,
9.610884,28,297,437,217,21,
9.615595,28,296,438,217,21,
9.620091,28,295,439,217,21,
9.625113,28,294,440,217,21,
9.635269,28,293,441,217,21,
9.648004,28,292,442,217,21,
9.656633,28,291,443,217,21,
9.665346,27,292,443,217,21,
9.673592,27,292,443,216,22,
9.678790,27,291,444,216,22,
9.685366,27,291,443,217,22,
9.696352,27,291,442,218,22,
9.720708,27,290,443,218,22,
9.727104,27,289,444,218,22,
9.731682,27,289,443,219,22,
9.739353,27,288,444,219,22,
9.769561,27,287,445,219,22,
9.776214,27,286,446,219,22,
9.782066,27,285,447,219,22,
9.790606,26,286,447,219,22,
9.800183,26,286,446,220,22,
9.807077,25,287,446,220,22,
9.815240,25,286,447,220,22,
9.821231,25,285,448,220,22,
9.831531,25,285,447,221,22,
9.838274,25,285,446,222,22,
9.845490,24,286,446,222,22,
9.850762,24,286,445,223,22,
9.858253,24,286,444,224,22,
9.865650,24,285,445,224,22,
9.876285,24,285,444,225,22,
9.897511,24,284,445,225,22,
9.906061,24,284,444,226,22,
9.913475,24,283,445,226,22,
9.930557,24,283,445,225,23,
9.939124,24,282,446,225,23,
9.947640,24,282,445,226,23,
9.958995,24,281,446,226,23,
9.965879,24,280,447,226,23,
9.976711,24,280,447,225,24,
9.986444,24,279,448,225,24,
9.991636,24,279,448,224,25,
10.003038,24,279,447,225,25,
10.012370,24,279,446,226,25,
10.018699,24,279,445,227,25,
10.024077,24,279,444,228,25,
10.029879,24,278,445,228,25,
10.035419,24,278,444,229,25,
10.042106,24,277,445,229,25,
10.050597,24,277,444,230,25,
10.055599,24,277,443,231,25,
10.062504,23,278,443,231,25,
10.074962,22,279,443,231,25,
10.079906,22,279,442,232,25,
10.087054,22,279,441,233,25,
10.102224,22,279,441,232,26,
10.106910,22,278,442,232,26,
10.121097,22,277,443,232,26,
10.148396,22,277,443,231,27,
10.163183,22,277,442,232,27,
10.183549,22,277,441,233,27,
10.194570,21,278,441,233,27,
10.200658,21,277,442,233,27,
10.213202,21,276,443,233,27,
10.220642,21,275,444,233,27,
10.227458,21,274,445,233,27,
10.242382,21,274,444,234,27,
10.255547,21,273,445,234,27,
10.261704,21,273,444,235,27,
10.274273,21,272,445,235,27,
10.280178,21,272,444,236,27,
10.285386,21,271,445,236,27,
10.293591,21,271,444,237,27,
10.310553,21,271,443,238,27,
10.315450,21,271,442,239,27,
10.323890,21,270,443,239,27,
10.331145,21,269,444,239,27,
10.336028,21,269,444,238,28,
10.342961,21,268,445,238,28,
10.351604,21,267,446,238,28,
10.357886,21,267,445,239,28,
10.396609,21,266,446,239,28,
10.401676,21,265,447,239,28,
10.406713,21,265,446,240,28,
10.411947,21,264,447,240,28,
10.444973,21,263,448,240,28,
10.458565,21,263,448,239,29,
10.465331,21,262,449,239,29,
10.470856,21,261,450,239,29,
10.486320,21,261,449,240,29,
10.495292,21,260,450,240,29,
10.504716,21,259,451,240,29,
10.514939,21,259,450,241,29,
10.521694,20,260,450,241,29,
10.529218,20,260,449,242,29,
10.539130,20,260,448,243,29,
10.545930,20,259,449,243,29,
10.552292,20,258,450,243,29,
10.564346,20,257,451,243,29,
10.572971,20,257,450,244,29,
10.595857,20,257,449,245,29,
10.607916,20,257,448,246,29,
10.618311,20,257,447,247,29,
10.626600,20,256,448,247,29,
10.647101,19,257,448,247,29,
10.661256,19,257,447,248,29,
10.673132,18,258,447,248,29,
10.678541,18,257,448,248,29,
10.683963,18,257,447,249,29,
10.692105,18,257,447,248,30,
10.699913,18,256,448,248,30,
10.708023,18,256,447,249,30,
10.714464,18,256,446,250,30,
10.725691,18,256,445,251,30,
10.736823,18,256,444,252,30,
10.741963,18,256,443,253,30,
10.757129,18,256,442,254,30,
10.761962,18,256,441,255,30,
10.771016,17,257,441,255,30,
10.793015,17,257,440,256,30,
10.800411,17,257,439,257,30,
10.805765,17,257,438,258,30,
10.815488,17,257,437,259,30,
10.830388,17,257,437,258,31,
10.836831,17,257,436,259,31,
10.854800,17,257,436,258,32,
10.862019,17,256,437,258,32,
10.867532,17,255,438,258,32,
10.873796,17,255,437,259,32,
10.884808,17,255,437,258,33,
10.897229,16,256,437,258,33,
10.906407,16,255,438,258,33,
10.912868,16,255,437,259,33,
10.928462,15,256,437,259,33,
10.935308,15,255,438,259,33,
10.941018,15,254,439,259,33,
10.946434,15,253,440,259,33,
10.951770,15,253,439,260,33,
10.966036,15,253,438,261,33,
10.975420,15,252,439,261,33,
10.983164,15,252,438,262,33,
10.991702,15,252,437,263,33,
10.998197,15,252,436,264,33,
11.003782,15,252,435,265,33,
11.011477,15,252,434,266,33,
11.035619,15,251,435,266,33,
11.040975,15,251,434,267,33,
11.046037,15,251,433,268,33,
11.058640,15,251,432,269,33,
11.077893,15,251,432,268,34,
11.099248,15,250,433,268,34,
11.107635,15,250,432,269,34,
11.134228,14,251,432,269,34,
11.139907,14,251,431,270,34,
11.146244,14,251,431,269,35,
11.160943,14,251,431,268,36,
11.169750,14,251,430,269,36,
11.183474,14,251,429,270,36,
11.189132,14,251,429,269,37,
11.209527,14,250,430,269,37,
11.221301,14,250,429,270,37,
11.227623,14,249,430,270,37,
11.235360,14,249,429,271,37,
11.262165,13,250,429,271,37,
11.270123,13,249,430,271,37,
11.276092,13,248,431,271,37,
11.281624,13,247,432,271,37,
11.290329,13,247,431,272,37,
11.301366,13,247,430,273,37,
11.308514,13,247,429,274,37,
11.313872,13,247,428,275,37,
11.319062,13,246,429,275,37,
11.324644,13,246,428,276,37,
11.331748,13,246,428,275,38,
11.342253,13,245,429,275,38,
11.349091,13,245,428,276,38,
11.356191,13,244,429,276,38,
11.365127,13,243,430,276,38,
11.382220,13,242,431,276,38,
11.389743,13,241,432,276,38,
11.397106,13,241,431,277,38,
11.406830,13,240,432,277,38,
11.416897,13,240,431,278,38,
11.425586,13,240,430,279,38,
11.434917,13,239,431,279,38,
11.448778,13,239,430,280,38,
11.461677,13,238,431,280,38,
11.467051,13,237,432,280,38,
11.475116,13,237,432,279,39,
11.485140,13,237,431,280,39,
11.493627,13,237,430,281,39,
11.506754,13,236,431,281,39,
11.512221,13,236,430,282,39,
11.520099,13,236,429,283,39,
11.528868,13,236,428,284,39,
11.537584,13,236,428,283,40,
11.542888,13,236,427,284,40,
11.547997,12,237,427,284,40,
11.557401,12,236,428,284,40,
11.565646,12,235,429,284,40,
11.574087,11,236,429,284,40,
11.590216,11,236,428,285,40,
11.653867,11,236,428,284,41,
11.667692,11,235,429,284,41,
11.678584,11,235,428,285,41,
11.686442,11,234,429,285,41,
11.694475,11,233,430,285,41,
11.704414,11,232,431,285,41,
11.709846,11,232,430,286,41,
11.715283,11,232,429,287,41,
11.720829,11,231,430,287,41,
11.726131,11,231,429,288,41,
11.756339,11,230,430,288,41,
11.779597,11,230,430,287,42,
11.788218,11,229,431,287,42,
11.796566,11,229,431,286,43,
11.802449,11,229,430,287,43,
11.809425,11,229,429,288,43,
11.815182,11,229,428,289,43,
11.826735,11,228,429,289,43,
11.842097,11,227,430,289,43,
11.848257,11,227,429,290,43,
11.858433,11,226,430,290,43,
11.864083,11,225,431,290,43,
11.880246,11,225,430,291,43,
11.902020,11,225,429,292,43,
11.918543,11,224,430,292,43,
11.924390,11,224,429,293,43,
11.930989,10,225,429,293,43,
11.936407,10,225,428,294,43,
11.947556,10,225,427,295,43,
11.955666,10,225,427,294,44,
11.962753,10,225,426,295,44,
11.973839,10,224,427,295,44,
11.979889,10,224,426,296,44,
11.985448,10,223,427,296,44,
11.995551,10,222,428,296,44,
12.007652,9,223,428,296,44,
12.013386,9,222,429,296,44,
12.019308,9,221,430,296,44,
12.039371,9,221,429,297,44,
12.048499,9,221,428,298,44,
12.058787,9,220,429,298,44,
12.066770,9,220,428,299,44,
12.072035,9,220,428,298,45,
12.078952,9,219,429,298,45,
12.091656,9,219,428,299,45,
12.097222,9,219,427,300,45,
12.105670,9,218,428,300,45,
12.126332,9,218,427,301,45,
12.133073,9,217,428,301,45,
12.138788,9,216,429,301,45,
12.145362,9,215,430,301,45,
12.153397,9,215,430,300,46,
12.177563,9,214,431,300,46,
12.184169,9,214,430,301,46,
12.189995,9,214,429,302,46,
12.196703,9,214,428,303,46,
12.203138,9,213,429,303,46,
12.213012,9,212,430,303,46,
12.219055,9,211,431,303,46,
12.224579,9,210,432,303,46,
12.236314,9,210,431,304,46,
12.254108,9,210,430,305,46,
12.272225,9,209,431,305,46,
12.278310,9,208,432,305,46,
12.285387,9,208,431,306,46,
12.291090,9,208,430,307,46,
12.299378,8,209,430,307,46,
12.313973,8,209,429,308,46,
12.320270,8,208,430,308,46,
12.332863,8,208,429,309,46,
12.343349,8,208,429,308,47,
12.353739,8,208,428,309,47,
12.360606,8,207,429,309,47,
12.366505,8,206,430,309,47,
12.373854,8,205,431,309,47,
12.384939,8,205,430,310,47,
12.396502,8,204,431,310,47,
12.403965,8,204,430,311,47,
12.410585,8,203,431,311,47,
12.427647,7,204,431,311,47,
12.436467,7,204,430,312,47,
12.442756,7,204,429,313,47,
12.452584,7,204,429,312,48,
12.458782,7,204,429,311,49,
12.481214,7,203,430,311,49,
12.492565,7,203,429,312,49,
12.498566,7,203,428,313,49,
12.537936,7,202,429,313,49,
12.550969,7,202,428,314,49,
12.558903,7,202,427,315,49,
12.568247,7,202,427,314,50,
12.589641,7,201,428,314,50,
12.598434,7,201,428,313,51,
12.609303,7,200,429,313,51,
12.619306,7,199,430,313,51,
12.625118,7,199,429,314,51,
12.643641,7,198,430,314,51,
12.659384,7,198,429,315,51,
12.666350,7,198,429,314,52,
12.684419,7,198,429,313,53,
12.690145,7,197,430,313,53,
12.697457,7,197,429,314,53,
12.705877,7,196,430,314,53,
12.711678,7,195,431,314,53,
12.718886,7,194,432,314,53,
12.732436,7,194,431,315,53,
12.744080,6,195,431,315,53,
12.763471,6,195,430,316,53,
12.779354,6,195,430,315,54,
12.786189,6,194,431,315,54,
12.793314,6,194,430,316,54,
12.804695,6,193,431,316,54,
12.810486,6,192,432,316,54,
12.849795,6,192,431,317,54,
12.864353,6,192,430,318,54,
12.880392,6,191,431,318,54,
12.895061,6,191,431,317,55,
12.911160,6,190,432,317,55,
12.917267,6,190,431,318,55,
12.926126,6,190,430,319,55,
12.933414,6,190,429,320,55,
12.944762,6,190,428,321,55,
12.950975,6,190,427,322,55,
12.961881,6,189,428,322,55,
12.974372,6,188,429,322,55,
12.981156,6,188,428,323,55,
12.991429,6,188,427,324,55,
13.001808,5,189,427,324,55,
13.007508,5,188,428,324,55,
13.028063,5,187,429,324,55,
13.041625,5,187,428,325,55,
13.049580,5,186,429,325,55,
13.055928,4,187,429,325,55,
13.062428,4,187,428,326,55,
13.071659,4,187,428,325,56,
13.077785,4,186,429,325,56,
13.093258,4,186,428,326,56,
13.098991,4,186,428,325,57,
13.106779,4,186,427,326,57,
13.113184,4,185,428,326,57,
13.123546,4,184,429,326,57,
13.134808,4,184,429,325,58,
13.190427,4,184,429,324,59,
13.196515,4,184,428,325,59,
13.210831,4,184,427,326,59,
13.217529,4,183,428,326,59,
13.224233,3,184,428,326,59,
13.238285,3,184,427,327,59,
13.245965,3,183,428,327,59,
13.253672,3,182,429,327,59,
13.276794,3,182,428,328,59,
13.285578,3,182,427,329,59,
13.306914,3,182,426,330,59,
13.314042,3,181,427,330,59,
13.323905,3,181,426,331,59,
13.331670,3,181,425,332,59,
13.352433,3,180,426,332,59,
13.376204,3,179,427,332,59,
13.383075,3,179,427,331,60,
13.390766,3,179,426,332,60,
13.399979,3,178,427,332,60,
13.408225,3,177,428,332,60,
13.414759,3,177,427,333,60,
13.426502,3,176,428,333,60,
13.437472,3,175,429,333,60,
13.459473,3,175,428,334,60,
13.467556,3,174,429,334,60,
13.473985,3,173,430,334,60,
13.483787,3,173,429,335,60,
13.500560,3,172,430,335,60,
13.506961,3,172,429,336,60,
13.518495,3,171,430,336,60,
13.530176,3,171,429,337,60,
13.537354,3,171,428,338,60,
13.545308,3,171,427,339,60,
13.563332,3,171,427,338,61,
13.569789,3,171,426,339,61,
13.577913,3,170,427,339,61,
13.593410,3,169,428,339,61,
13.599916,3,169,427,340,61,
13.616219,3,168,428,340,61,
13.624942,3,168,427,341,61,
13.641443,3,167,428,341,61,
13.647699,3,166,429,341,61,
13.654989,3,166,429,340,62,
13.692951,3,166,428,341,62,
13.700632,3,165,429,341,62,
13.717086,3,164,430,341,62,
13.740658,3,164,429,342,62,
13.750008,3,164,428,343,62,
13.756904,3,164,428,342,63,
13.764353,3,163,429,342,63,
13.786433,3,163,428,343,63,
13.795581,3,162,429,343,63,
13.802032,3,162,428,344,63,
13.812724,3,162,427,345,63,
13.819972,3,162,427,344,64,
13.855302,3,162,426,345,64,
13.863815,3,162,425,346,64,
13.878124,3,162,424,347,64,
13.884227,3,161,425,347,64,
13.890568,3,160,426,347,64,
13.903131,3,159,427,347,64,
13.917480,3,159,427,346,65,
13.925038,3,159,426,347,65,
13.931017,3,158,427,347,65,
13.943593,3,158,426,348,65,
13.955018,3,158,425,349,65,
13.968348,3,157,426,349,65,
13.984831,3,157,426,348,66,
13.995213,3,157,426,347,67,
14.002315,3,156,427,347,67,
14.010279,3,156,426,348,67,
14.031948,3,156,425,349,67,
14.038600,3,156,424,350,67,
14.065608,3,155,425,350,67,
14.088412,3,155,424,351,67,
14.108105,3,155,424,350,68,
14.114580,3,155,423,351,68,
14.130587,3,155,422,352,68,
14.137194,3,155,421,353,68,
14.144418,3,155,421,352,69,
14.154867,3,155,420,353,69,
14.163783,3,155,419,354,69,
14.172836,3,155,419,353,70,
14.183710,3,154,420,353,70,
14.196048,3,154,419,354,70,
14.219902,3,153,420,354,70,
14.229318,3,153,420,353,71,
14.246661,3,152,421,353,71,
14.269513,3,152,420,354,71,
14.276644,3,152,419,355,71,
14.285556,3,151,420,355,71,
14.295513,3,151,419,356,71,
14.302120,3,150,420,356,71,
14.317056,3,150,419,357,71,
14.323961,3,150,419,356,72,
14.336079,3,150,418,357,72,
14.346661,3,150,417,358,72,
14.356688,3,149,418,358,72,
14.363168,3,148,419,358,72,
14.375564,3,148,418,359,72,
14.387220,3,148,417,360,72,
14.397164,3,148,416,361,72,
14.403985,3,147,417,361,72,
14.411841,3,147,416,362,72,
14.421855,2,148,416,362,72,
14.431927,2,148,415,363,72,
14.444648,2,148,414,364,72,
14.456859,2,148,414,363,73,
14.463573,2,148,413,364,73,
14.470883,2,148,412,365,73,
14.485907,2,148,412,364,74,
14.503331,2,148,411,365,74,
14.509600,2,148,411,364,75,
14.518598,2,148,410,365,75,
14.529285,2,148,409,366,75,
14.536405,2,147,410,366,75,
14.545176,2,146,411,366,75,
14.551569,2,146,410,367,75,
14.570066,2,145,411,367,75,
14.579707,2,145,410,368,75,
14.617249,2,145,409,369,75,
14.624856,2,144,410,369,75,
14.633980,2,144,409,370,75,
14.640712,2,143,410,370,75,
14.660769,2,143,409,371,75,
14.682871,2,143,408,372,75,
14.704360,2,142,409,372,75,
14.714347,2,142,408,373,75,
14.725033,2,141,409,373,75,
14.731314,2,141,408,374,75,
14.745602,2,140,409,374,75,
14.757585,2,140,408,375,75,
14.771620,2,139,409,375,75,
14.778252,2,139,408,376,75,
14.786929,2,138,409,376,75,
14.793815,2,137,410,376,75,
14.801688,2,137,409,377,75,
14.809641,2,137,408,378,75,
14.816633,2,136,409,378,75,
14.841853,2,136,408,379,75,
14.852126,2,135,409,379,75,
14.860559,2,135,409,378,76,
14.874754,2,135,408,379,76,
14.892344,2,135,407,380,76,
14.906245,2,134,408,380,76,
14.913486,2,134,407,381,76,
14.920894,2,133,408,381,76,
14.927716,2,133,408,380,77,
14.935053,2,132,409,380,77,
14.944514,2,132,409,379,78,
14.951738,2,132,408,380,78,
14.965134,2,132,408,379,79,
14.974381,2,131,409,379,79,
14.980793,2,131,408,380,79,
15.002095,2,130,409,380,79,
15.017011,2,130,409,379,80,
15.023728,2,130,408,380,80,
15.030181,2,130,407,381,80,
15.048361,2,130,406,382,80,
15.076286,2,130,406,381,81,
15.084104,2,130,405,382,81,
15.091177,2,129,406,382,81,
15.100331,2,128,407,382,81,
15.106794,2,128,406,383,81,
15.113937,2,128,406,382,82,
15.120464,2,128,405,383,82,
15.148700,2,127,406,383,82,
15.172436,2,126,407,383,82,
15.183374,2,125,408,383,82,
15.190721,2,125,407,384,82,
15.213770,2,124,408,384,82,
15.233094,2,124,407,385,82,
15.242532,2,123,408,385,82,
15.249792,2,123,407,386,82,
15.258607,2,123,406,387,82,
15.273524,2,123,406,386,83,
15.282323,2,123,405,387,83,
15.290038,2,122,406,387,83,
15.298268,2,122,405,388,83,
15.305800,2,122,404,389,83,
15.321076,2,121,405,389,83,
15.339401,2,121,405,388,84,
15.364803,2,121,405,387,85,
15.371537,2,121,404,388,85,
15.378368,2,121,403,389,85,
15.400677,2,120,404,389,85,
15.417206,2,120,403,390,85,
15.431356,2,120,402,391,85,
15.443775,2,120,401,392,85,
15.450903,2,119,402,392,85,
15.480692,2,119,401,393,85,
15.503696,2,119,400,394,85,
15.511821,2,119,400,393,86,
15.529422,2,119,399,394,86,
15.541188,2,119,399,393,87,
15.564199,2,119,398,394,87,
15.571631,2,118,399,394,87,
15.580047,2,118,398,395,87,
15.595026,2,117,399,395,87,
15.602541,2,117,398,396,87,
15.612300,2,116,399,396,87,
15.623948,2,115,400,396,87,
15.641900,2,115,399,397,87,
15.652074,2,115,398,398,87,
15.665463,2,115,397,399,87,
15.676667,2,115,396,400,87,
15.714043,2,115,395,401,87,
15.751171,2,114,396,401,87,
15.776882,2,114,395,402,87,
15.784718,2,114,395,401,88,
15.794233,2,114,395,400,89,
15.802408,2,114,394,401,89,
15.816578,2,114,393,402,89,
15.828843,2,113,394,402,89,
15.842215,2,113,393,403,89,
15.850225,2,112,394,403,89,
15.860843,2,112,393,404,89,
15.867947,2,112,392,405,89,
15.876934,2,112,392,404,90,
15.884368,2,112,391,405,90,
15.891927,2,111,392,405,90,
15.900222,2,111,391,406,90,
15.908200,2,110,392,406,90,
15.924833,2,109,393,406,90,
15.941268,2,109,392,407,90,
15.950213,2,109,391,408,90,
15.965747,2,109,390,409,90,
15.974440,2,109,389,410,90,
15.986693,2,108,390,410,90,
15.996627,2,108,389,411,90,
16.010822,1,109,389,411,90,
16.056234,1,109,388,412,90,
16.074083,1,109,388,411,91,
16.099163,1,108,389,411,91,
16.107409,1,108,388,412,91,
16.117533,1,108,388,411,92,
16.126127,1,107,389,411,92,
16.134357,1,107,388,412,92,
16.142359,1,106,389,412,92,
16.157448,1,106,388,413,92,
16.172081,1,106,388,412,93,
16.184122,1,106,388,411,94,
16.208378,1,105,389,411,94,
16.221426,1,105,389,410,95,
16.234867,1,105,388,411,95,
16.242441,1,105,387,412,95,
16.257109,1,104,388,412,95,
16.266172,1,104,387,413,95,
16.278946,1,103,388,413,95,
16.289024,1,102,389,413,95,
16.300995,1,101,390,413,95,
16.311174,1,101,389,414,95,
16.321842,1,100,390,414,95,
16.338097,1,100,390,413,96,
16.345928,1,100,389,414,96,
16.360025,1,100,388,415,96,
16.375275,1,100,387,416,96,
16.384464,1,100,387,415,97,
16.404137,1,100,386,416,97,
16.411373,1,99,387,416,97,
16.422258,1,99,387,415,98,
16.430819,1,99,386,416,98,
16.443277,1,99,386,415,99,
16.450491,1,99,385,416,99,
16.468582,1,99,384,417,99,
16.490002,1,99,383,418,99,
16.498907,1,99,383,417,100,
16.514288,1,99,383,416,101,
16.527258,1,99,382,417,101,
16.537855,1,99,382,416,102,
16.569750,1,99,382,415,103,
16.596687,1,99,382,414,104,
16.608068,1,99,382,413,105,
16.622103,1,99,382,412,106,
16.629223,1,99,381,413,106,
16.638090,1,99,380,414,106,
16.649940,1,99,379,415,106,
16.666042,1,99,379,414,107,
16.679310,1,98,380,414,107,
16.703465,1,98,379,415,107,
16.712454,1,98,378,416,107,
16.720144,1,98,377,417,107,
16.743643,1,97,378,417,107,
16.752779,1,97,378,416,108,
16.773609,1,96,379,416,108,
16.788208,1,96,379,415,109,
16.814810,1,96,378,416,109,
16.821983,1,96,377,417,109,
16.830633,1,96,376,418,109,
16.844994,1,96,375,419,109,
16.856237,1,95,376,419,109,
16.863401,1,94,377,419,109,
16.871685,1,94,376,420,109,
16.880110,1,93,377,420,109,
16.921078,1,93,376,421,109,
16.944582,1,93,375,422,109,
16.952215,1,93,375,421,110,
16.960503,1,93,374,422,110,
16.977343,1,93,374,421,111,
17.025440,1,93,373,422,111,
17.036367,1,93,372,423,111,
17.046915,1,93,371,424,111,
17.061686,1,92,372,424,111,
17.071543,1,91,373,424,111,
17.082254,1,91,372,425,111,
17.089588,1,91,371,426,111,
17.098743,1,91,371,425,112,
17.105978,1,91,371,424,113,
17.117712,1,91,371,423,114,
17.128582,1,90,372,423,114,
17.137142,1,90,371,424,114,
17.164293,1,90,371,423,115,
17.176260,1,90,370,424,115,
17.186497,1,89,371,424,115,
17.223482,1,89,370,425,115,
17.232746,0,90,370,425,115,
17.252525,0,90,370,424,116,
17.259893,0,90,370,423,117,
17.267885,0,90,369,424,117,
17.277105,0,90,369,423,118,
17.292194,0,90,369,422,119,
17.308880,0,89,370,422,119,
17.320189,0,89,370,421,120,
17.339455,0,89,369,422,120,
17.370724,0,88,370,422,120,
17.378601,0,88,369,423,120,
17.395235,0,88,369,422,121,
17.408909,0,88,368,423,121,
17.417173,0,87,369,423,121,
17.428083,0,87,368,424,121,
17.439617,0,87,368,423,122,
17.458174,0,87,368,422,123,
17.490818,0,87,367,423,123,
17.498943,0,87,366,424,123,
17.511232,0,86,367,424,123,
17.518728,0,86,367,423,124,
17.533346,0,86,366,424,124,
17.542860,0,85,367,424,124,
17.553730,0,85,366,425,124,
17.561701,0,85,365,426,124,
17.569969,0,84,366,426,124,
17.577425,0,84,365,427,124,
17.585443,0,84,364,428,124,
17.595520,0,84,363,429,124,
17.603352,0,84,362,430,124,
17.619871,0,84,362,429,125,
17.630865,0,84,361,430,125,
17.675020,0,84,361,429,126,
17.684002,0,84,360,430,126,
17.703657,0,84,359,431,126,
17.718704,0,83,360,431,126,
17.734514,0,83,360,430,127,
17.757181,0,83,359,431,127,
17.776632,0,82,360,431,127,
17.816404,0,82,359,432,127,
17.824408,0,82,358,433,127,
17.832552,0,82,357,434,127,
17.844582,0,81,358,434,127,
17.873669,0,81,358,433,128,
17.886827,0,81,357,434,128,
17.894751,0,81,357,433,129,
17.908258,0,80,358,433,129,
17.917425,0,80,358,432,130,
17.947573,0,80,358,431,131,
17.956924,0,80,358,430,132,
17.965605,0,80,358,429,133,
17.976770,0,80,357,430,133,
17.996689,0,80,356,431,133,
