t,A,B,C,D,E,
3.128825,330,487,166,17,0,
3.131330,329,488,166,17,0,
3.134555,329,487,167,17,0,
3.142308,328,488,167,17,0,
3.144632,328,487,168,17,0,
3.146884,327,488,168,17,0,
3.149728,326,489,168,17,0,
3.157812,326,489,167,18,0,
3.166739,325,490,167,18,0,
3.178781,325,489,168,18,0,
3.181664,325,488,169,18,0,
3.184183,325,488,168,19,0,
3.186836,324,489,168,19,0,
3.189396,323,490,168,19,0,
3.192202,323,489,169,19,0,
3.197985,323,489,168,20,0,
3.200538,322,490,168,20,0,
3.203040,322,489,169,20,0,
3.207355,322,488,170,20,0,
3.210160,322,487,171,20,0,
3.215915,322,486,172,20,0,
3.221875,322,485,173,20,0,
3.224606,322,484,174,20,0,
3.229603,322,483,175,20,0,
3.233398,321,484,175,20,0,
3.238029,320,485,175,20,0,
3.241014,319,486,175,20,0,
3.248206,318,487,175,20,0,
3.250587,317,488,175,20,0,
3.254081,317,487,176,20,0,
3.256471,317,486,177,20,0,
3.262216,317,485,178,20,0,
3.264677,317,484,179,20,0,
3.268103,317,483,180,20,0,
3.273652,316,484,180,20,0,
3.277608,315,485,180,20,0,
3.280390,314,486,180,20,0,
3.283177,313,487,180,20,0,
3.286881,313,486,181,20,0,
3.290955,313,485,182,20,0,
3.294467,313,484,183,20,0,
3.297970,312,485,183,20,0,
3.301354,312,484,184,20,0,
3.303695,312,483,185,20,0,
3.310190,311,484,185,20,0,
3.313271,310,485,185,20,0,
3.315965,310,485,184,21,0,
3.318297,310,485,183,22,0,
3.320989,309,486,183,22,0,
3.324610,309,486,182,23,0,
3.327080,309,485,183,23,0,
3.329530,308,486,183,23,0,
3.332677,307,487,183,23,0,
3.335227,306,488,183,23,0,
3.337929,305,489,183,23,0,
3.340421,304,490,183,23,0,
3.347293,304,490,182,24,0,
3.350798,303,491,182,24,0,
3.354491,303,490,183,24,0,
3.357582,302,491,183,24,0,
3.360621,302,490,184,24,0,
3.363391,302,489,185,24,0,
3.366190,302,488,186,24,0,
3.368716,301,489,186,24,0,
3.371274,300,490,186,24,0,
3.376603,300,489,187,24,0,
3.381310,299,490,187,24,0,
3.383987,299,489,188,24,0,
3.397242,298,490,188,24,0,
3.402803,297,491,188,24,0,
3.408819,297,491,187,25,0,
3.412825,296,492,187,25,0,
3.415733,295,493,187,25,0,
3.418737,295,493,186,26,0,
3.422211,295,492,187,26,0,
3.431515,294,493,187,26,0,
3.434457,293,494,187,26,0,
3.441896,292,495,187,26,0,
3.448818,292,494,188,26,0,
3.453476,292,493,189,26,0,
3.455917,291,494,189,26,0,
3.459060,291,493,190,26,0,
3.463321,291,492,191,26,0,
3.466861,290,493,191,26,0,
3.471757,290,493,190,27,0,
3.474585,289,494,190,27,0,
3.486009,289,493,191,27,0,
3.488565,288,494,191,27,0,
3.491000,287,495,191,27,0,
3.495842,286,496,191,27,0,
3.500907,285,497,191,27,0,
3.513294,285,497,190,28,0,
3.518271,285,496,191,28,0,
3.522204,284,497,191,28,0,
3.524697,284,496,192,28,0,
3.527408,284,495,193,28,0,
3.532172,283,496,193,28,0,
3.538337,283,495,194,28,0,
3.542122,283,494,195,28,0,
3.545782,283,494,194,29,0,
3.549623,283,493,195,29,0,
3.553600,283,493,194,30,0,
3.556946,282,494,194,30,0,
3.559532,282,493,195,30,0,
3.564629,282,493,194,31,0,
3.568311,281,494,194,31,0,
3.571776,281,493,195,31,0,
3.575743,280,494,195,31,0,
3.578805,280,493,196,31,0,
3.582466,280,492,197,31,0,
3.585612,280,492,196,32,0,
3.590926,280,491,197,32,0,
3.593323,280,490,198,32,0,
3.596816,280,489,199,32,0,
3.603211,280,488,200,32,0,
3.609827,279,489,200,32,0,
3.613239,279,488,201,32,0,
3.618899,279,488,200,33,0,
3.625177,278,489,200,33,0,
3.627993,278,488,201,33,0,
3.632160,277,489,201,33,0,
3.635260,277,488,202,33,0,
3.641920,277,487,203,33,0,
3.645299,276,488,203,33,0,
3.649000,276,487,204,33,0,
3.654689,276,486,205,33,0,
3.659189,276,485,206,33,0,
3.665768,275,486,206,33,0,
3.669007,275,485,207,33,0,
3.677327,274,486,207,33,0,
3.679962,273,487,207,33,0,
3.686193,272,488,207,33,0,
3.689165,272,487,208,33,0,
3.694389,271,488,208,33,0,
3.697384,271,487,209,33,0,
3.707023,270,488,209,33,0,
3.713494,270,488,208,34,0,
3.716137,270,487,209,34,0,
3.718673,270,486,210,34,0,
3.723372,269,487,210,34,0,
3.727928,269,486,211,34,0,
3.732520,269,486,210,35,0,
3.736188,269,485,211,35,0,
3.741415,268,486,211,35,0,
3.749167,268,485,212,35,0,
3.752176,267,486,212,35,0,
3.756546,267,485,213,35,0,
3.765605,267,484,214,35,0,
3.768155,267,484,213,36,0,
3.770696,266,485,213,36,0,
3.773782,266,484,214,36,0,
3.777980,265,485,214,36,0,
3.790306,265,485,213,37,0,
3.794022,264,486,213,37,0,
3.797381,264,486,212,38,0,
3.802884,264,485,213,38,0,
3.806581,264,484,214,38,0,
3.824045,264,483,215,38,0,
3.826813,263,484,215,38,0,
3.829660,263,483,216,38,0,
3.832534,263,482,217,38,0,
3.835193,263,481,218,38,0,
3.842001,262,482,218,38,0,
3.848744,261,483,218,38,0,
3.852168,260,484,218,38,0,
3.854661,259,485,218,38,0,
3.857714,258,486,218,38,0,
3.861323,258,486,217,39,0,
3.865651,258,485,218,39,0,
3.868298,257,486,218,39,0,
3.872127,256,487,218,39,0,
3.875540,256,486,219,39,0,
3.879646,256,485,220,39,0,
3.882466,256,484,221,39,0,
3.886940,255,485,221,39,0,
3.891574,254,486,221,39,0,
3.898295,254,485,222,39,0,
3.901330,254,484,223,39,0,
3.907422,254,483,224,39,0,
3.912858,254,482,225,39,0,
3.917399,254,481,226,39,0,
3.920516,254,480,227,39,0,
3.923420,253,481,227,39,0,
3.926413,252,482,227,39,0,
3.929475,252,481,228,39,0,
3.932208,251,482,228,39,0,
3.935443,250,483,228,39,0,
3.938507,249,484,228,39,0,
3.941143,249,484,227,40,0,
3.944312,248,485,227,40,0,
3.947663,248,484,228,40,0,
3.952429,248,483,229,40,0,
3.962921,247,484,229,40,0,
3.965932,246,485,229,40,0,
3.968815,245,486,229,40,0,
3.971611,244,487,229,40,0,
3.974228,244,486,230,40,0,
3.976788,244,485,231,40,0,
3.980160,244,484,232,40,0,
3.982872,244,484,231,41,0,
3.987017,243,485,231,41,0,
3.990013,243,484,232,41,0,
3.994471,242,485,232,41,0,
3.997164,242,485,231,42,0,
4.001793,241,486,231,42,0,
4.005777,241,486,230,43,0,
4.009505,241,485,231,43,0,
4.012524,240,486,231,43,0,
4.016670,239,487,231,43,0,
4.019304,238,488,231,43,0,
4.021859,238,488,230,44,0,
4.026345,237,489,230,44,0,
4.029194,236,490,230,44,0,
4.032756,235,491,230,44,0,
4.036097,234,492,230,44,0,
4.040259,234,492,229,45,0,
4.042933,233,493,229,45,0,
4.045575,233,492,230,45,0,
4.050203,232,493,230,45,0,
4.053913,232,492,231,45,0,
4.057072,231,493,231,45,0,
4.063353,231,492,232,45,0,
4.066420,231,491,233,45,0,
4.070313,230,492,233,45,0,
4.081498,230,491,234,45,0,
4.084656,230,490,235,45,0,
4.087267,229,491,235,45,0,
4.092250,229,491,234,46,0,
4.094914,228,492,234,46,0,
4.100168,228,491,235,46,0,
4.104735,227,492,235,46,0,
4.108908,227,491,236,46,0,
4.112032,227,490,237,46,0,
4.117198,226,491,237,46,0,
4.124997,226,490,238,46,0,
4.127996,225,491,238,46,0,
4.134365,225,490,239,46,0,
4.137789,224,491,239,46,0,
4.140575,223,492,239,46,0,
4.145906,223,491,240,46,0,
4.150468,223,490,241,46,0,
4.156439,223,489,242,46,0,
4.160546,223,488,243,46,0,
4.163495,223,488,242,47,0,
4.169671,223,488,241,48,0,
4.172481,223,487,242,48,0,
4.180861,222,488,242,48,0,
4.183499,222,487,243,48,0,
4.186798,222,486,244,48,0,
4.192873,222,485,245,48,0,
4.197585,222,485,244,49,0,
4.200545,222,484,245,49,0,
4.205471,222,483,246,49,0,
4.216385,222,482,247,49,0,
4.220070,221,483,247,49,0,
4.222707,220,484,247,49,0,
4.225370,220,484,246,50,0,
4.233006,220,483,247,50,0,
4.240294,219,484,247,50,0,
4.243107,219,483,248,50,0,
4.248007,218,484,248,50,0,
4.255011,218,483,249,50,0,
4.260505,218,482,250,50,0,
4.263352,217,483,250,50,0,
4.266112,217,483,250,49,1,
4.269929,217,482,251,49,1,
4.272803,216,483,251,49,1,
4.276536,215,484,251,49,1,
4.289014,215,483,252,49,1,
4.296043,215,482,253,49,1,
4.301116,214,483,253,49,1,
4.305214,214,482,254,49,1,
4.308834,214,481,255,49,1,
4.324224,214,480,256,49,1,
4.327473,213,481,256,49,1,
4.333456,212,482,256,49,1,
4.341602,212,481,257,49,1,
4.344741,212,480,258,49,1,
4.347875,212,479,259,49,1,
4.350567,212,478,260,49,1,
4.354527,211,479,260,49,1,
4.363663,211,478,261,49,1,
4.372927,211,477,262,49,1,
4.376376,211,477,261,50,1,
4.384026,210,478,261,50,1,
4.388388,210,477,262,50,1,
4.396066,210,476,263,50,1,
4.401143,209,477,263,50,1,
4.404124,208,478,263,50,1,
4.407613,207,479,263,50,1,
4.410380,206,480,263,50,1,
4.413161,206,479,264,50,1,
4.417176,206,479,264,49,2,
4.420834,206,478,265,49,2,
4.424385,206,477,266,49,2,
4.427412,206,476,267,49,2,
4.431431,206,475,268,49,2,
4.435310,206,475,267,50,2,
4.439636,206,474,268,50,2,
4.444205,206,473,269,50,2,
4.446955,206,472,270,50,2,
4.453641,205,473,270,50,2,
4.470278,205,472,271,50,2,
4.474944,205,472,270,51,2,
4.483219,204,473,270,51,2,
4.486168,203,474,270,51,2,
4.492492,203,474,269,52,2,
4.497967,203,474,268,53,2,
4.502879,203,474,267,54,2,
4.511685,202,475,267,54,2,
4.514704,201,476,267,54,2,
4.517415,200,477,267,54,2,
4.522398,199,478,267,54,2,
4.530829,199,478,266,55,2,
4.533634,199,477,267,55,2,
4.536535,199,476,268,55,2,
4.540292,199,475,269,55,2,
4.544996,198,476,269,55,2,
4.554783,198,475,270,55,2,
4.571026,198,474,271,55,2,
4.575104,198,473,272,55,2,
4.578234,198,472,273,55,2,
4.582839,198,471,274,55,2,
4.585793,197,472,274,55,2,
4.598826,197,472,273,56,2,
4.601731,197,471,274,56,2,
4.605929,197,470,275,56,2,
4.612071,196,471,275,56,2,
4.617598,195,472,275,56,2,
4.624344,195,472,274,57,2,
4.627739,195,471,275,57,2,
4.633138,195,471,274,58,2,
4.637994,195,471,273,59,2,
4.642015,195,470,274,59,2,
4.647635,195,470,273,60,2,
4.651202,195,469,274,60,2,
4.656957,194,470,274,60,2,
4.659986,193,471,274,60,2,
4.665480,193,470,275,60,2,
4.669214,192,471,275,60,2,
4.672361,191,472,275,60,2,
4.676567,190,473,275,60,2,
4.682045,189,474,275,60,2,
4.685691,189,473,276,60,2,
4.688555,188,474,276,60,2,
4.693240,187,475,276,60,2,
4.697923,187,474,277,60,2,
4.700996,186,475,277,60,2,
4.705512,185,476,277,60,2,
4.709173,184,477,277,60,2,
4.715919,183,478,277,60,2,
4.720829,183,477,278,60,2,
4.724132,182,478,278,60,2,
4.732252,181,479,278,60,2,
4.735644,180,480,278,60,2,
4.739899,179,481,278,60,2,
4.745732,179,480,279,60,2,
4.750310,179,479,280,60,2,
4.763259,179,479,279,61,2,
4.767641,179,478,280,61,2,
4.770921,179,477,281,61,2,
4.773803,179,476,282,61,2,
4.777122,179,475,283,61,2,
4.779936,179,475,282,62,2,
4.786165,179,474,283,62,2,
4.790108,178,475,283,62,2,
4.793711,177,476,283,62,2,
4.800167,177,475,284,62,2,
4.803107,177,475,283,63,2,
4.809391,176,476,283,63,2,
4.812724,176,475,284,63,2,
4.816943,176,474,285,63,2,
4.822532,175,475,285,63,2,
4.831487,175,474,286,63,2,
4.835339,175,473,287,63,2,
4.841807,174,474,287,63,2,
4.848579,174,473,288,63,2,
4.858027,173,474,288,63,2,
4.871939,173,473,289,63,2,
4.875268,173,472,290,63,2,
4.878660,173,471,291,63,2,
4.890258,173,470,292,63,2,
4.895598,172,471,292,63,2,
4.899331,172,470,293,63,2,
4.908890,172,469,294,63,2,
4.911979,172,469,293,64,2,
4.915258,172,468,294,64,2,
4.918750,171,469,294,64,2,
4.928529,171,468,295,64,2,
4.931836,171,467,296,64,2,
4.935036,171,466,297,64,2,
4.937938,171,465,298,64,2,
4.943309,170,466,298,64,2,
4.947194,169,467,298,64,2,
4.952604,169,466,299,64,2,
4.959140,169,465,300,64,2,
4.969246,169,464,301,64,2,
4.977357,169,463,302,64,2,
4.981592,169,462,303,64,2,
4.985227,168,463,303,64,2,
4.989949,167,464,303,64,2,
4.994805,166,465,303,64,2,
5.013053,165,466,303,64,2,
5.015943,165,465,304,64,2,
5.021672,165,464,305,64,2,
5.031368,164,465,305,64,2,
5.035156,164,465,304,65,2,
5.041149,163,466,304,65,2,
5.045424,163,465,305,65,2,
5.055288,163,465,304,66,2,
5.058703,163,464,305,66,2,
5.064287,163,463,306,66,2,
5.072816,163,462,307,66,2,
5.078485,163,462,306,67,2,
5.084437,163,461,307,67,2,
5.089341,163,460,308,67,2,
5.092280,163,459,309,67,2,
5.095424,163,458,310,67,2,
5.101125,162,459,310,67,2,
5.106586,162,458,311,67,2,
5.109725,161,459,311,67,2,
5.120223,161,458,312,67,2,
5.123634,161,457,313,67,2,
5.130205,160,458,313,67,2,
5.135007,160,457,314,67,2,
5.140160,160,456,315,67,2,
5.144016,160,456,314,68,2,
5.147087,160,456,313,69,2,
5.150242,160,455,314,69,2,
5.162890,159,456,314,69,2,
5.168639,159,455,315,69,2,
5.171652,158,456,315,69,2,
5.176039,157,457,315,69,2,
5.179735,157,456,316,69,2,
5.186847,157,455,317,69,2,
5.201149,156,456,317,69,2,
5.206977,156,455,318,69,2,
5.214794,156,454,319,69,2,
5.219008,156,453,320,69,2,
5.223373,156,452,321,69,2,
5.230616,156,451,322,69,2,
5.236419,156,450,323,69,2,
5.244666,155,451,323,69,2,
5.254385,154,452,323,69,2,
5.257894,154,451,324,69,2,
5.261871,154,451,323,70,2,
5.265654,153,452,323,70,2,
5.272002,153,452,322,71,2,
5.275446,152,453,322,71,2,
5.279336,152,452,323,71,2,
5.283651,152,451,324,71,2,
5.290446,152,450,325,71,2,
5.293676,151,451,325,71,2,
5.297654,150,452,325,71,2,
5.301426,149,453,325,71,2,
5.304813,149,452,326,71,2,
5.313868,149,452,325,72,2,
5.323861,149,451,326,72,2,
5.328541,149,450,327,72,2,
5.333877,149,449,328,72,2,
5.340652,149,448,329,72,2,
5.343727,149,447,330,72,2,
5.348177,148,448,330,72,2,
5.353957,148,448,329,73,2,
5.361520,148,447,330,73,2,
5.364786,148,446,331,73,2,
5.375199,148,445,332,73,2,
5.385804,148,445,332,72,3,
5.389269,148,444,333,72,3,
5.396617,148,443,334,72,3,
5.402705,148,442,335,72,3,
5.406701,147,443,335,72,3,
5.415787,147,442,336,72,3,
5.419425,146,443,336,72,3,
5.427535,146,443,335,73,3,
5.430918,146,442,336,73,3,
5.436754,146,441,337,73,3,
5.439925,146,441,336,74,3,
5.446773,146,441,335,75,3,
5.457897,146,441,334,76,3,
5.464861,146,441,333,77,3,
5.468942,146,441,332,78,3,
5.472248,146,440,333,78,3,
5.483335,146,439,334,78,3,
5.491282,146,438,335,78,3,
5.497195,145,439,335,78,3,
5.502422,144,440,335,78,3,
5.509451,143,441,335,78,3,
5.512752,142,442,335,78,3,
5.519679,142,441,336,78,3,
5.523526,141,442,336,78,3,
5.528313,141,442,335,79,3,
5.538733,140,443,335,79,3,
5.544422,140,442,336,79,3,
5.548265,140,442,335,80,3,
5.557467,140,442,334,81,3,
5.560900,139,443,334,81,3,
5.564073,138,444,334,81,3,
5.578638,138,444,333,82,3,
5.582374,137,445,333,82,3,
5.589430,137,444,334,82,3,
5.593981,136,445,334,82,3,
5.597540,135,446,334,82,3,
5.603271,134,447,334,82,3,
5.608509,134,446,335,82,3,
5.616379,134,446,334,83,3,
5.621531,134,445,335,83,3,
5.625247,134,444,336,83,3,
5.630209,134,443,337,83,3,
5.639291,133,444,337,83,3,
5.655947,132,445,337,83,3,
5.660066,131,446,337,83,3,
5.664306,131,445,338,83,3,
5.668111,131,444,339,83,3,
5.671846,131,443,340,83,3,
5.676981,130,444,340,83,3,
5.681755,130,444,339,84,3,
5.687116,130,444,338,85,3,
5.690824,129,445,338,85,3,
5.694981,129,444,339,85,3,
5.710801,128,445,339,85,3,
5.716333,128,445,338,86,3,
5.720074,128,444,339,86,3,
5.727194,128,443,340,86,3,
5.730974,128,442,341,86,3,
5.738039,128,442,341,85,4,
5.741436,128,441,342,85,4,
5.746687,128,440,343,85,4,
5.754971,127,441,343,85,4,
5.759794,127,440,344,85,4,
5.766832,127,439,345,85,4,
5.771353,127,439,344,86,4,
5.777997,126,440,344,86,4,
5.782178,126,439,345,86,4,
5.788882,126,438,346,86,4,
5.798145,126,438,346,85,5,
5.805247,126,437,347,85,5,
5.810019,126,436,348,85,5,
5.813506,126,436,347,86,5,
5.825648,126,435,348,86,5,
5.833160,125,436,348,86,5,
5.836575,124,437,348,86,5,
5.843489,124,436,349,86,5,
5.858846,124,436,348,87,5,
5.864134,123,437,348,87,5,
5.867426,123,436,349,87,5,
5.870874,123,435,350,87,5,
5.880435,123,434,351,87,5,
5.884618,123,433,352,87,5,
5.889874,123,432,353,87,5,
5.893625,122,433,353,87,5,
5.897211,122,432,354,87,5,
5.901612,121,433,354,87,5,
5.907078,121,433,353,88,5,
5.913979,121,432,354,88,5,
5.917629,121,431,355,88,5,
5.932500,121,430,356,88,5,
5.935867,121,429,357,88,5,
5.939677,121,428,358,88,5,
5.942933,121,428,357,89,5,
5.951954,121,428,356,90,5,
5.956239,121,428,355,91,5,
5.960343,120,429,355,91,5,
5.965511,120,429,354,92,5,
5.976557,120,429,353,93,5,
5.981779,120,429,352,94,5,
5.989830,119,430,352,94,5,
5.998885,118,431,352,94,5,
6.007716,118,431,351,95,5,
6.014063,117,432,351,95,5,
6.019176,116,433,351,95,5,
6.023377,115,434,351,95,5,
6.027745,114,435,351,95,5,
6.031543,114,434,352,95,5,
6.036897,114,434,351,96,5,
6.041923,114,433,352,96,5,
6.045165,114,432,353,96,5,
6.048780,114,432,352,97,5,
6.053751,113,433,352,97,5,
6.057128,113,432,353,97,5,
6.069345,113,431,354,97,5,
6.079693,113,431,353,98,5,
6.084560,113,431,353,97,6,
6.101427,113,430,354,97,6,
6.104808,113,429,355,97,6,
6.109967,113,428,356,97,6,
6.115496,113,427,357,97,6,
6.119375,113,426,358,97,6,
6.129504,113,425,359,97,6,
6.133778,113,425,359,96,7,
6.137763,113,424,360,96,7,
6.142078,112,425,360,96,7,
6.146245,111,426,360,96,7,
6.150330,111,425,361,96,7,
6.163627,110,426,361,96,7,
6.170617,110,425,362,96,7,
6.176352,109,426,362,96,7,
6.180989,109,425,363,96,7,
6.188704,109,425,362,97,7,
6.193248,109,425,361,98,7,
6.197803,109,424,362,98,7,
6.209972,108,425,362,98,7,
6.216332,108,424,363,98,7,
6.225194,108,423,364,98,7,
6.230505,107,424,364,98,7,
6.238654,107,424,363,99,7,
6.247101,106,425,363,99,7,
6.251737,105,426,363,99,7,
6.255036,105,426,362,100,7,
6.261184,105,425,363,100,7,
6.266109,104,426,363,100,7,
6.271712,104,425,364,100,7,
6.277156,104,424,365,100,7,
6.283752,104,424,364,101,7,
6.291289,103,425,364,101,7,
6.295950,103,424,365,101,7,
6.302659,103,423,366,101,7,
6.314725,103,422,367,101,7,
6.318198,103,421,368,101,7,
6.326679,103,420,369,101,7,
6.331038,102,421,369,101,7,
6.336998,102,420,370,101,7,
6.342122,102,420,369,102,7,
6.358605,101,421,369,102,7,
6.366446,101,420,370,102,7,
6.372306,100,421,370,102,7,
6.375982,100,420,371,102,7,
6.381057,99,421,371,102,7,
6.386172,99,420,372,102,7,
6.389632,99,419,373,102,7,
6.393087,99,418,374,102,7,
6.407904,98,419,374,102,7,
6.417448,98,418,375,102,7,
6.436030,97,419,375,102,7,
6.440145,97,419,374,103,7,
6.446913,97,419,373,104,7,
6.450377,97,419,373,103,8,
6.455815,97,418,374,103,8,
6.464515,97,417,375,103,8,
6.469871,96,418,375,103,8,
6.474338,96,417,376,103,8,
6.478509,95,418,376,103,8,
6.488528,95,418,375,104,8,
6.494677,95,417,376,104,8,
6.500998,95,416,377,104,8,
6.510051,95,415,378,104,8,
6.513663,95,414,379,104,8,
6.517920,95,413,380,104,8,
6.525197,95,413,379,105,8,
6.535876,95,413,378,106,8,
6.539937,94,414,378,106,8,
6.544475,93,415,378,106,8,
6.556337,92,416,378,106,8,
6.571301,92,415,379,106,8,
6.576949,92,414,380,106,8,
6.588344,92,413,381,106,8,
6.592515,91,414,381,106,8,
6.599834,91,414,380,107,8,
6.605271,91,414,379,108,8,
6.609564,91,414,378,109,8,
6.632128,91,414,377,110,8,
6.636328,91,413,378,110,8,
6.641879,91,412,379,110,8,
6.645794,91,411,380,110,8,
6.649841,91,410,381,110,8,
6.654346,91,409,382,110,8,
6.658018,90,410,382,110,8,
6.662576,90,409,383,110,8,
6.674024,90,408,384,110,8,
6.677891,90,408,383,111,8,
6.682460,90,407,384,111,8,
6.693659,90,406,385,111,8,
6.701252,90,406,384,112,8,
6.705307,90,405,385,112,8,
6.711416,90,404,386,112,8,
6.720304,90,404,385,113,8,
6.723844,90,403,386,113,8,
6.728745,89,404,386,113,8,
6.738691,89,403,387,113,8,
6.744342,89,402,388,113,8,
6.748400,89,402,387,114,8,
6.753810,89,402,386,115,8,
6.760502,89,401,387,115,8,
6.764584,89,401,386,116,8,
6.774556,88,402,386,116,8,
6.778704,88,401,387,116,8,
6.784098,87,402,387,116,8,
6.787580,87,402,386,117,8,
6.792249,86,403,386,117,8,
6.796607,85,404,386,117,8,
6.801600,84,405,386,117,8,
6.817532,84,404,387,117,8,
6.821115,84,404,386,118,8,
6.831179,84,404,385,119,8,
6.834882,84,403,386,119,8,
6.840723,84,403,385,120,8,
6.844443,84,402,386,120,8,
6.848441,84,402,385,121,8,
6.852079,84,402,384,122,8,
6.860878,84,401,385,122,8,
6.868159,84,400,386,122,8,
6.872660,84,400,385,123,8,
6.878246,84,399,386,123,8,
6.884250,84,399,385,124,8,
6.888562,83,400,385,124,8,
6.902478,83,400,384,125,8,
6.906333,83,400,383,126,8,
6.912477,83,400,383,125,9,
6.925091,83,400,382,126,9,
6.938905,83,399,383,126,9,
6.953126,83,398,384,126,9,
6.957578,83,397,385,126,9,
6.962753,82,398,385,126,9,
6.977835,81,399,385,126,9,
6.983265,81,398,386,126,9,
7.003251,81,398,385,127,9,
7.008978,81,398,384,128,9,
7.012717,81,398,383,129,9,
7.021316,81,397,384,129,9,
7.025263,81,396,385,129,9,
7.046888,81,396,384,130,9,
7.053231,81,396,383,131,9,
7.056838,80,397,383,131,9,
7.062314,80,396,384,131,9,
7.067538,79,397,384,131,9,
7.072967,78,398,384,131,9,
7.076644,77,399,384,131,9,
7.081215,77,398,385,131,9,
7.086107,76,399,385,131,9,
7.090514,75,400,385,131,9,
7.102418,74,401,385,131,9,
7.107307,74,401,384,132,9,
7.117321,73,402,384,132,9,
7.121174,73,402,383,133,9,
7.135848,73,401,384,133,9,
7.142179,72,402,384,133,9,
7.150575,72,401,385,133,9,
7.159325,72,401,384,134,9,
7.165730,72,401,383,135,9,
7.170397,72,400,384,135,9,
7.194463,72,400,383,136,9,
7.207827,72,400,382,137,9,
7.212619,72,399,383,137,9,
7.219175,72,398,384,137,9,
7.225896,72,398,383,138,9,
7.230909,72,397,384,138,9,
7.236819,72,396,385,138,9,
7.244391,71,397,385,138,9,
7.248374,71,396,386,138,9,
7.253708,71,395,387,138,9,
7.259508,71,395,386,139,9,
7.266535,71,395,386,138,10,
7.276983,71,395,385,139,10,
7.281247,71,394,386,139,10,
7.303553,70,395,386,139,10,
7.308712,70,394,387,139,10,
7.314834,70,393,388,139,10,
7.319205,70,393,388,138,11,
7.328054,70,392,389,138,11,
7.338233,70,392,388,139,11,
7.343479,70,391,389,139,11,
7.352777,70,390,390,139,11,
7.356710,69,391,390,139,11,
7.371791,69,390,391,139,11,
7.375581,68,391,391,139,11,
7.380229,68,391,390,140,11,
7.385440,68,390,391,140,11,
7.395059,67,391,391,140,11,
7.405934,67,390,392,140,11,
7.411043,67,389,393,140,11,
7.416306,67,389,392,141,11,
7.421059,67,389,392,140,12,
7.425566,67,388,393,140,12,
7.438356,66,389,393,140,12,
7.452331,66,389,392,141,12,
7.457057,66,388,393,141,12,
7.461072,66,387,394,141,12,
7.465575,66,386,395,141,12,
7.480373,65,387,395,141,12,
7.486664,65,387,394,142,12,
7.491246,65,387,394,141,13,
7.495575,65,387,393,142,13,
7.504368,65,387,392,143,13,
7.509134,65,386,393,143,13,
7.516871,64,387,393,143,13,
7.520874,64,387,392,144,13,
7.537218,63,388,392,144,13,
7.541610,63,387,393,144,13,
7.549420,63,387,392,145,13,
7.554153,63,386,393,145,13,
7.558505,63,386,393,144,14,
7.564081,63,386,392,145,14,
7.581392,63,386,391,146,14,
7.585674,63,385,392,146,14,
7.601028,63,384,393,146,14,
7.608388,63,383,394,146,14,
7.613501,63,383,394,145,15,
7.620130,63,383,393,146,15,
7.627268,62,384,393,146,15,
7.634907,61,385,393,146,15,
7.640334,61,385,392,147,15,
7.651510,61,384,393,147,15,
7.667418,61,384,392,148,15,
7.674785,61,383,393,148,15,
7.684100,61,382,394,148,15,
7.688264,61,381,395,148,15,
7.693027,60,382,395,148,15,
7.699472,59,383,395,148,15,
7.707868,59,382,396,148,15,
7.714761,59,381,397,148,15,
7.720272,58,382,397,148,15,
7.734747,58,382,396,149,15,
7.741103,58,381,397,149,15,
7.751223,58,381,396,150,15,
7.755788,58,380,397,150,15,
7.763880,58,380,396,151,15,
7.771002,58,379,397,151,15,
7.782344,58,378,398,151,15,
7.790117,58,377,399,151,15,
7.802309,58,376,400,151,15,
7.809576,58,375,401,151,15,
7.814345,58,375,400,152,15,
7.818353,58,374,401,152,15,
7.823532,58,373,402,152,15,
7.828072,58,372,403,152,15,
7.832325,58,372,402,153,15,
7.838895,58,372,401,154,15,
7.845282,58,372,400,155,15,
7.850826,57,373,400,155,15,
7.856731,56,374,400,155,15,
7.860917,56,374,400,154,16,
7.865292,55,375,400,154,16,
7.871931,55,375,399,155,16,
7.880172,55,374,400,155,16,
7.885997,55,374,399,156,16,
7.893841,54,375,399,156,16,
7.911489,54,374,400,156,16,
7.916474,54,373,401,156,16,
7.924776,54,372,402,156,16,
7.929006,54,371,403,156,16,
7.939373,54,370,404,156,16,
7.946252,54,369,405,156,16,
7.950952,54,369,404,157,16,
7.955420,53,370,404,157,16,
7.959774,53,370,403,158,16,
7.973038,52,371,403,158,16,
7.981380,52,371,402,159,16,
7.994557,52,371,401,160,16,
8.005076,52,370,402,160,16,
8.009363,52,369,403,160,16,
8.013254,52,368,404,160,16,
8.017672,52,368,403,161,16,
8.023131,52,368,402,162,16,
8.030179,52,367,403,162,16,
8.043366,52,367,402,163,16,
8.059160,51,368,402,163,16,
8.068836,51,367,403,163,16,
8.081935,51,367,402,164,16,
8.086300,51,367,401,165,16,
8.093081,51,366,402,165,16,
8.102169,51,366,401,166,16,
8.106118,51,365,402,166,16,
8.110269,51,364,403,166,16,
8.118918,51,364,402,167,16,
8.123572,51,363,403,167,16,
8.128530,50,364,403,167,16,
8.136480,50,363,404,167,16,
8.141181,50,362,405,167,16,
8.157450,50,362,404,168,16,
8.165246,50,361,405,168,16,
8.169814,50,361,404,169,16,
8.173811,50,361,404,168,17,
8.183871,50,361,403,169,17,
8.188395,50,361,402,170,17,
